beta,gamma
0.39595010,0.10230039
0.47460758,0.10747486
0.30720950,0.08649491
0.46748037,0.12763393
0.32397145,0.09048616
0.32973742,0.09370976
0.35113115,0.11677021
0.41515719,0.11747677
0.36212294,0.07702009
0.43224707,0.11527625
0.47754989,0.11654546
0.37810707,0.08750654
0.32827700,0.07419856
0.45647489,0.11459562
0.46070755,0.10987287
0.37886798,0.12441106
0.51589557,0.10733133
0.42832323,0.09696001
0.46948645,0.14765196
0.40999831,0.10338450
0.33296710,0.07651123
0.61195238,0.18520674
0.44768872,0.11909534
0.32794410,0.07823761
0.44970551,0.10737110
0.41031506,0.13831492
0.39654923,0.10031330
0.43458887,0.10301336
0.37369090,0.13776815
0.41216791,0.12775563
0.44305134,0.12028272
0.31427815,0.10105219
0.53982582,0.16318105
0.44922024,0.12512645
0.31963628,0.10801358
0.53903229,0.12810298
0.57903611,0.17088461
0.32115804,0.10947874
0.38488910,0.12318339
0.45167833,0.12724646
0.42486820,0.12237735
0.38946910,0.12874901
0.58470626,0.16391931
0.47276288,0.13127077
0.37179256,0.11212195
0.48967237,0.11086116
0.40093825,0.07617453
0.34412254,0.09087856
0.57022372,0.14559778
0.41547309,0.08178069
0.34060726,0.08030253
0.40154150,0.10486354
0.36141991,0.09780086
0.39285395,0.13359591
0.38713830,0.10944340
0.53946303,0.11865552
0.53426181,0.13597606
0.37930909,0.10778967
0.40476740,0.09195367
0.39089616,0.09056126
0.41544191,0.09194135
0.41237146,0.11482387
0.38400477,0.10533610
0.43028973,0.13694654
0.45053179,0.11030012
0.49191562,0.15457805
0.41380463,0.12296195
0.50985486,0.11657722
0.41714051,0.15693639
0.45838823,0.14072066
0.31684836,0.06552803
0.31864385,0.10549314
0.43037808,0.12919549
0.36322082,0.10266317
0.60100946,0.15458257
0.56066624,0.16182539
0.57168421,0.14339791
0.38263555,0.09556084
0.39926383,0.08845589
0.39840781,0.08905487
0.50131212,0.14691125
0.47947935,0.12026443
0.34668024,0.07697672
0.35563381,0.10100647
0.33503073,0.09095638
0.40955918,0.12090856
0.41918443,0.13598575
0.37918864,0.12492145
0.44408219,0.09678212
0.57017572,0.14106300
0.48941621,0.14597783
0.54408202,0.13140276
0.37502904,0.11732720
0.51074211,0.12904203
0.35376857,0.11770734
0.44315488,0.12742004
0.38085713,0.10897743
0.51706176,0.14907516
0.34031315,0.07905199
0.49159800,0.10701744
0.34285635,0.08939116
0.44464856,0.14134888
0.54569160,0.12901262
0.37677493,0.10501295
0.35747397,0.10259401
0.55491845,0.12973480
0.41552410,0.13480604
0.46117866,0.11643823
0.39543917,0.12774495
0.49623861,0.15612458
0.34317416,0.09279732
0.56927674,0.18280884
0.42199811,0.12098177
0.36238548,0.09185459
0.33572175,0.10026721
0.45491256,0.15842456
0.48352995,0.13936967
0.35313211,0.08648991
0.49523528,0.12118876
0.47042374,0.11021796
0.40740277,0.09072551
0.43688606,0.14588509
0.42186620,0.08750514
0.52152346,0.14059845
0.36159339,0.11739374
0.42422396,0.10738872
0.37454259,0.10521939
0.38523821,0.08616900
0.58395645,0.18233475
0.40500140,0.10183917
0.50895697,0.14135482
0.37784957,0.10171812
0.44973152,0.14481150
0.55886720,0.14527016
0.30468440,0.08697221
0.50303290,0.14971420
0.34014866,0.09701650
0.52240794,0.14174477
0.42543532,0.10399784
0.41497209,0.08752133
0.41812148,0.09357824
0.30558951,0.09696704
0.31863024,0.10413284
0.37453021,0.10726647
0.36357907,0.11517263
0.39953344,0.12258206
0.49045692,0.10631515
0.39954373,0.10644145
0.47396796,0.10839547
0.45643871,0.13710702
0.45134754,0.13146378
0.34213486,0.08131131
0.30661351,0.08362773
0.46527022,0.12076912
0.46709887,0.11359530
0.32025486,0.08989168
0.40287775,0.14375127
0.36998550,0.09409598
0.54463219,0.16222509
0.53159770,0.14049276
0.43724491,0.12484559
0.32746209,0.08380551
0.33856205,0.11071461
0.44914652,0.13347234
0.34406264,0.12014171
0.51656261,0.16814049
0.44371591,0.10477253
0.41385932,0.10068987
0.49801012,0.14113524
0.38308027,0.08981475
0.35118492,0.10199433
0.38159482,0.11825113
0.53145652,0.16841641
0.30064464,0.08508469
0.34143412,0.08829221
0.46197621,0.12865683
0.46287917,0.09819513
0.40389748,0.08576623
0.50477015,0.11927067
0.50291749,0.12509541
0.48586963,0.11993194
0.47189296,0.10841037
0.36610911,0.11732684
0.44016539,0.11142470
0.36327123,0.08231385
0.38273214,0.08034398
0.56329960,0.16838722
0.45947720,0.12321373
0.56327400,0.13416415
0.44243410,0.12719698
0.45194602,0.12360196
0.38526598,0.08594520
0.51748954,0.13173768
0.49702390,0.13287527
0.50683843,0.12072205
0.43138050,0.11402718
0.36930919,0.09038536
0.42643825,0.10300203
0.51148363,0.12595832
0.39200654,0.11151998
0.44660185,0.13250494
0.30884135,0.09599421
0.57511258,0.14222058
0.49276731,0.15440434
0.41040871,0.12451222
0.57262194,0.20152258
0.37989586,0.09117745
0.45200088,0.15601591
0.36953872,0.10414251
0.27122907,0.07620978
0.34418113,0.07371210
0.38842899,0.09234644
0.35029626,0.11201285
0.37992300,0.09225816
0.38159768,0.08815190
0.40651868,0.09404504
0.38587384,0.08956200
0.53747637,0.15549005
0.30459689,0.09725290
0.40918094,0.10624692
0.45097726,0.09703956
0.39727403,0.11461900
0.47288611,0.15004008
0.31741823,0.09651455
0.37020619,0.10968538
0.41765566,0.09644852
0.41032685,0.11062189
0.44006242,0.11692527
0.41855332,0.10449985
0.29509674,0.09517919
0.35803703,0.08923078
0.50783672,0.14091059
0.37683984,0.08664921
0.47810752,0.13753137
0.54899290,0.15377241
0.51420183,0.10985943
0.41705114,0.12846575
0.80613008,0.22251815
0.43335421,0.12502116
0.41512270,0.11737197
0.40083050,0.09298092
0.38425943,0.11223736
0.41142379,0.11149131
0.35117983,0.12181124
0.37772130,0.10219376
0.65598792,0.18465041
0.40620327,0.12530018
0.40176924,0.10754909
0.47119299,0.11430725
0.51085763,0.11738509
0.38742700,0.12074930
0.33307143,0.09433912
0.56455982,0.14842500
0.37853011,0.12419366
0.47185819,0.14865754
0.32436879,0.08255146
0.37219926,0.10000208
0.44808034,0.13281533
0.44016782,0.10164847
0.52985853,0.16465755
0.58967214,0.16705106
0.33360923,0.07733034
0.46504969,0.13511041
0.46858914,0.11848488
0.45883185,0.10623081
0.58887126,0.17236414
0.41408622,0.14354562
0.59395667,0.15797348
0.46573982,0.13957010
0.45685062,0.13063799
0.38991981,0.11640339
0.36202385,0.09352661
0.58413871,0.16381689
0.37377512,0.09843158
0.45911466,0.15350087
0.41192393,0.11002946
0.44652021,0.10499435
0.48959180,0.13004103
0.37952582,0.09354640
0.37241816,0.10319571
0.45444637,0.14316359
0.34687498,0.08479273
0.33762438,0.08348187
0.34943785,0.10681218
0.45704364,0.10765782
0.34108292,0.10667029
0.29620760,0.08916235
0.45707483,0.11488247
0.56512580,0.13315036
0.43029552,0.11742804
0.50044755,0.12524330
0.45843715,0.16058668
0.40393697,0.12953408
0.40757135,0.11889067
0.38286521,0.10930028
0.38239639,0.10815651
0.41687917,0.09233946
0.33117530,0.11865951
0.38403055,0.12173731
0.37165382,0.09585437
0.61468557,0.18207760
0.69193230,0.18888951
0.41297187,0.12558251
0.52092632,0.14893932
0.41250450,0.12108369
0.43692100,0.12682399
0.42325077,0.13642881
0.40233239,0.12636165
0.37191903,0.10614502
0.44540066,0.10024241
0.29869605,0.09897910
0.51486621,0.11958878
0.50578686,0.17834508
0.32874592,0.12231927
0.30529757,0.07709108
0.26674349,0.07907454
0.45084613,0.14154742
0.47702647,0.13157503
0.30782102,0.09478287
0.41959282,0.12751710
0.37497496,0.08413053
0.44570889,0.11532307
0.39929391,0.12454603
0.38219861,0.10660621
0.57026797,0.12845695
0.40185379,0.11608805
0.34216870,0.08865033
0.43156729,0.13281947
0.55139141,0.11463488
0.36036487,0.07595459
0.35383554,0.07778049
0.42509054,0.11521922
0.40108502,0.09891149
0.35781564,0.09259062
0.41234826,0.09402954
0.43934440,0.11213338
0.41665748,0.11689873
0.32797775,0.11236890
0.47698335,0.15370897
0.35074612,0.08833238
0.54807742,0.15746605
0.31310628,0.08941626
0.35024135,0.07700058
0.45876134,0.11080404
0.39211656,0.08003685
0.51313358,0.12765052
0.40012064,0.12221147
0.50245795,0.13375649
0.41182526,0.12387832
0.42715112,0.14283648
0.44731290,0.11132962
0.43854970,0.14099294
0.38726445,0.06937763
0.37415048,0.12638978
0.40074517,0.13418434
0.45661489,0.12253171
0.48012977,0.15484760
0.42629702,0.12966582
0.40545845,0.13086570
0.34044222,0.06809124
0.47685629,0.11063767
0.53298928,0.13126023
0.37133918,0.11848621
0.35601095,0.09244845
0.39710119,0.13021372
0.39521412,0.08751405
0.37125583,0.11140843
0.33692147,0.09241229
0.47168457,0.14576834
0.50336549,0.15039588
0.49726882,0.11906652
0.44526276,0.12441750
0.40423540,0.09829820
0.46025512,0.15634071
0.43941226,0.10142689
0.46468985,0.11842270
0.48433867,0.12941518
0.38176836,0.11104631
0.44582176,0.11581424
0.41260961,0.10827358
0.43426671,0.13091036
0.43920991,0.12149243
0.51428114,0.10639105
0.33914504,0.09983385
0.32534564,0.08383356
0.42885833,0.12527883
0.36485295,0.10342293
0.46467189,0.14879843
0.51210197,0.11853943
0.44264638,0.12338536
0.43443851,0.13873454
0.52931889,0.14615069
0.35805129,0.12391064
0.44636128,0.14044272
0.29392671,0.08228509
0.37160475,0.08992424
0.50601487,0.12477513
0.45767936,0.09885260
0.52116982,0.13390915
0.48369890,0.13524700
0.35567257,0.11538730
0.43866401,0.13295784
0.42565880,0.12552839
0.37200914,0.11404207
0.54569560,0.14231372
0.47774296,0.15397746
0.52289694,0.17095004
0.41159489,0.09103847
0.58342319,0.15715873
0.46552556,0.13185986
0.42008559,0.14604567
0.57743428,0.13085584
0.32853491,0.09496485
0.41264867,0.11331839
0.55090732,0.15961032
0.41256241,0.09836877
0.46798413,0.12646510
0.35534187,0.12231098
0.45434050,0.13202087
0.51492324,0.15345355
0.43998142,0.10715325
0.38508750,0.07386178
0.34087886,0.09476500
0.54465945,0.15248387
0.32361486,0.07949628
0.53346189,0.14218064
0.47743921,0.12631480
0.49012730,0.13489434
0.44306872,0.13073567
0.63778824,0.21004355
0.40967381,0.10086086
0.50916652,0.13829701
0.37106447,0.11423376
0.33768156,0.07583285
0.52977088,0.14212972
0.50301514,0.15806439
0.43641831,0.12647571
0.58359232,0.13312545
0.36680950,0.08647028
0.40518832,0.14359800
0.49984525,0.14542122
0.48210326,0.11538606
0.48821684,0.12244355
0.42876629,0.11334825
0.47124896,0.13308762
0.43202622,0.11345043
0.47156427,0.14741234
0.47163367,0.12118161
0.30614273,0.08484679
0.44868685,0.10792591
0.37352503,0.07817806
0.54903051,0.15946155
0.33037549,0.09008732
0.35797539,0.09828926
0.47723922,0.10572682
0.36368578,0.11796741
0.41892755,0.09559537
0.41302099,0.14159225
0.50854830,0.15256651
0.42677175,0.10170500
0.40362117,0.12284002
0.48412188,0.13416923
0.42388349,0.12559510
0.43536464,0.10143040
0.37296709,0.12194386
0.49224240,0.11578023
0.37498189,0.08478955
0.40127812,0.12936613
0.43678488,0.12852642
0.42080957,0.11255630
0.54713758,0.15097199
0.42878168,0.12235566
0.39160191,0.12650568
0.37490531,0.10515226
0.34543402,0.09062882
0.34072094,0.07766301
0.39426293,0.10496999
0.46784342,0.15297278
0.33392176,0.11646341
0.43334964,0.11876940
0.46063808,0.11762875
0.45091974,0.14318120
0.49031400,0.12396199
0.39992118,0.12984742
0.38723419,0.10527319
0.52211480,0.12093438
0.56593498,0.12808655
0.39909538,0.12736309
0.36918271,0.10296142
0.51491325,0.11929499
0.34858358,0.11350811
0.30955986,0.08038572
0.45762856,0.12321401
0.36696330,0.10877841
0.50442757,0.12383910
0.40270830,0.09945591
0.38698149,0.08384584
0.48601213,0.14932888
0.43094730,0.14828600
0.54156318,0.14192417
0.46747946,0.12990639
0.39692004,0.11928900
0.55867219,0.12327907
0.34247044,0.09076382
0.46418421,0.16420776
0.45068378,0.11771691
0.53939116,0.12951350
0.59346996,0.15141420
0.46500564,0.12386791
0.37084462,0.09614056
0.40190832,0.10040397
0.47994819,0.11568350
0.57238228,0.16871798
0.37488679,0.11492294
0.33634725,0.08928646
0.32185099,0.09040621
0.37058398,0.11685715
0.40937408,0.11507316
0.53843213,0.17168648
0.39628900,0.12599102
0.40312308,0.10435848
0.43936528,0.12989247
0.37588657,0.10725233
0.62188583,0.14785633
0.51176853,0.11837432
0.28372319,0.08893056
0.54776194,0.14633601
0.49358590,0.14395519
0.37928184,0.12381334
0.39572863,0.11220589
0.43178979,0.13425941
0.44638160,0.15854650
0.43415361,0.13842556
0.43136186,0.09786591
0.47122478,0.13290617
0.41367086,0.13193751
0.36361068,0.07927535
0.38070573,0.11807475
0.46311676,0.11207866
0.66876794,0.20284354
0.29681953,0.08773228
0.40901066,0.10764085
0.53529935,0.19219062
0.35221171,0.09247497
0.42892701,0.13035218
0.41337655,0.13873832
0.38536375,0.08926241
0.43234754,0.11130257
0.57657472,0.14202911
0.33908256,0.08481880
0.49262153,0.16425856
0.52894225,0.12537732
0.56036269,0.15542208
0.40589550,0.09306684
0.39175013,0.11115122
0.39103145,0.10245214
0.45770057,0.13366996
0.47993179,0.12903556
0.56549577,0.15757323
0.42726693,0.12954364
0.56215140,0.15827041
0.51762986,0.13951096
0.41465821,0.08316389
0.47051984,0.11427389
0.32176891,0.09456931
0.33847742,0.08031116
0.33231460,0.09341615
0.36689211,0.08645206
0.51863963,0.17385855
0.58442953,0.20274802
0.46642492,0.13677498
0.41838278,0.10238461
0.43110878,0.10209575
0.31610669,0.10505201
0.45026768,0.13411252
0.35817789,0.11562158
0.51008204,0.12936964
0.39846306,0.09396435
0.41850442,0.12895825
0.51147437,0.17249800
0.38505821,0.10260046
0.35386801,0.10450678
0.42086114,0.13360758
0.31685512,0.08967053
0.32494834,0.09764964
0.52673684,0.12291340
0.34644342,0.07036694
0.31121215,0.08514919
0.49245807,0.11510617
0.45270649,0.13009631
0.35398359,0.11580782
0.39191880,0.10578568
0.32188105,0.10871600
0.49345701,0.12086139
0.41244510,0.07627738
0.51950814,0.13847193
0.40791236,0.12878774
0.50453716,0.14084271
0.38822281,0.10043327
0.40433413,0.12993916
0.45078552,0.09143861
0.41639819,0.12510892
0.35868886,0.13051458
0.43105806,0.10895156
0.33180868,0.07708084
0.35967044,0.08681838
0.50711378,0.13207956
0.46956397,0.14321626
0.45861987,0.07895780
0.36044554,0.10572681
0.37894331,0.08058371
0.43245686,0.10306769
0.47288596,0.13575510
0.38062210,0.10666694
0.53142678,0.13782376
0.34673042,0.11732979
0.50001218,0.14981894
0.44683529,0.11553764
0.39335428,0.10890487
0.56789929,0.16901095
0.49554993,0.14828189
0.47287709,0.11472674
0.53315033,0.12412912
0.40025902,0.09490912
0.54883915,0.13438531
0.39628561,0.11131028
0.41925231,0.09987062
0.53808989,0.12676451
0.56587120,0.15177062
0.40041882,0.10474719
0.39724989,0.12160254
0.46284115,0.13065066
0.31622698,0.09188666
0.52695515,0.11202271
0.35267447,0.09208125
0.44532791,0.14524875
0.47163125,0.14355116
0.41830241,0.09753508
0.41447104,0.10144391
0.41020237,0.12757947
0.37657972,0.09437579
0.52513281,0.14230389
0.62154389,0.17244162
0.35226087,0.11786824
0.45238284,0.12079336
0.43306449,0.12547977
0.48250470,0.16069327
0.35638740,0.10777887
0.52469131,0.11458472
0.51482871,0.15192991
0.44417294,0.11509687
0.45036798,0.10362933
0.41931915,0.10900211
0.51064512,0.12639707
0.36538838,0.07722176
0.44117145,0.11707649
0.51275844,0.13909895
0.42742932,0.12001417
0.48371033,0.14681142
0.43004409,0.08321642
0.35651826,0.08779873
0.29486394,0.07047005
0.40836892,0.09057993
0.51112425,0.13576146
0.45799206,0.13590639
0.32293649,0.09907754
0.35604409,0.10686211
0.29396723,0.07616380
0.34812198,0.11214998
0.44532609,0.11217595
0.50037400,0.12770478
0.28566114,0.06621031
0.36689074,0.12131993
0.52164885,0.11910862
0.38454770,0.12250312
0.47349683,0.10518827
0.44675023,0.10784267
0.39802254,0.13052146
0.39072979,0.09082894
0.50204422,0.12487991
0.42273707,0.15287821
0.51399128,0.14350061
0.36684787,0.09031197
0.38940022,0.10532972
0.48333488,0.12026909
0.47516952,0.12479212
0.34244479,0.09492483
0.40497013,0.11015865
0.34812000,0.09116435
0.38797128,0.11757865
0.51856611,0.12001795
0.40547109,0.13958631
0.42530969,0.10082087
0.54365134,0.15182870
0.38123622,0.10680892
0.46009913,0.13285608
0.33924565,0.10121930
0.47537766,0.11522110
0.40309503,0.10703534
0.45545928,0.12470701
0.47886940,0.12461948
0.48254104,0.10145583
0.36738852,0.11036138
0.49634552,0.14134549
0.39963625,0.08951364
0.40338387,0.09307700
0.45767029,0.11246193
0.48079042,0.12134788
0.29836461,0.08899002
0.47841165,0.12563996
0.31628471,0.07927268
0.44237138,0.15519723
0.38739336,0.09003724
0.42088586,0.10328232
0.37479761,0.07758294
0.28450117,0.08374670
0.49907451,0.15346763
0.45672313,0.09318688
0.35888241,0.09818663
0.33148632,0.06887288
0.43729653,0.12127145
0.39826564,0.09226237
0.45844138,0.14553746
0.40508497,0.10480325
0.49265907,0.14142231
0.43213153,0.10110656
0.39557876,0.11483067
0.44082736,0.11425628
0.41704872,0.11278810
0.55885909,0.13830382
0.43578198,0.13544217
0.59059677,0.17874117
0.53443974,0.16335771
0.46661905,0.15133761
0.52037978,0.12359397
0.34520931,0.08341761
0.49799146,0.13942168
0.37882846,0.11172083
0.39531648,0.09192194
0.51348728,0.10524367
0.43761797,0.09166548
0.50354865,0.16018497
0.42256484,0.09113241
0.40126999,0.08008084
0.47210168,0.11563112
0.48344894,0.15518825
0.55015415,0.14838975
0.41612333,0.11067037
0.39965999,0.11113746
0.34730894,0.08008081
0.55615964,0.18541567
0.39833299,0.12387740
0.38649259,0.08599411
0.41301816,0.09596948
0.40484142,0.10741436
0.51539211,0.13120258
0.42874002,0.10197491
0.37312563,0.10160268
0.46316831,0.11295701
0.38284378,0.08322715
0.39117263,0.08958880
0.30300836,0.09466355
0.50748976,0.11079321
0.46360762,0.14272713
0.47601095,0.12212600
0.47577131,0.14782052
0.41694869,0.11419676
0.44851501,0.10642147
0.36442121,0.10721703
0.40501751,0.11556965
0.53243187,0.11192067
0.54673626,0.14591394
0.42355838,0.10304087
0.49214990,0.11592792
0.39500915,0.11373441
0.41452178,0.11909639
0.39874663,0.09487583
0.41692442,0.10761938
0.44419213,0.10475431
0.47008662,0.14974398
0.53036343,0.16769392
0.44256457,0.09763888
0.38914663,0.11315867
0.41168268,0.08409661
0.43049485,0.13896940
0.48029354,0.15452177
0.44939018,0.10191789
0.46740599,0.14801615
0.38514591,0.09348885
0.38853775,0.13949696
0.38181161,0.11697958
0.60177506,0.17634384
0.47010569,0.11611467
0.56704036,0.14395945
0.36021533,0.07466597
0.33233253,0.10879852
0.47319171,0.11181951
0.37146592,0.11385819
0.45862998,0.13919573
0.56450517,0.18676586
0.49539608,0.11159975
0.41802952,0.13723784
0.42275612,0.08851167
0.45840295,0.14645251
0.35543118,0.09551297
0.41120650,0.10279394
0.32280855,0.07221021
0.47195951,0.12776646
0.47921331,0.10146931
0.33231589,0.10264582
0.43466184,0.09738116
0.53886363,0.15975630
0.46595178,0.10187577
0.33432521,0.08489327
0.45672523,0.11667049
0.47277613,0.13848955
0.43148560,0.12109057
0.32194703,0.07480604
0.46496025,0.14357997
0.37742542,0.10306813
0.41210330,0.09044864
0.39261816,0.13570149
0.40980400,0.12839414
0.39971071,0.09514414
0.61327664,0.18092877
0.38954979,0.08884002
0.48720452,0.14000355
0.36082862,0.09713660
0.46750847,0.13913974
0.44553605,0.12369976
0.49376532,0.12101640
0.44684708,0.11715045
0.44553400,0.10499779
0.39893941,0.09272430
0.35615917,0.09677404
0.44387057,0.11946542
0.35013260,0.09678914
0.53439378,0.12646364
0.45679502,0.13623911
0.39601416,0.10843932
0.40684627,0.11593497
0.40007095,0.10468332
0.45176330,0.11514065
0.38823897,0.10053851
0.28831724,0.07396818
0.40248034,0.10853123
0.39664415,0.11198858
0.47388498,0.11528335
0.42360492,0.15988225
0.35282671,0.09134872
0.30952552,0.08404528
0.54986895,0.15412392
0.54265368,0.15736382
0.50758923,0.14999676
0.50174354,0.11588308
0.42803769,0.08565419
0.35156132,0.11804961
0.40392091,0.11706151
0.47386532,0.13508413
0.32326870,0.11556401
0.39583229,0.08229155
0.49285105,0.14321846
0.35427317,0.11051901
0.42374601,0.09645430
0.44232623,0.11082821
0.42759808,0.10075360
0.34574784,0.10973924
0.47771068,0.13343958
0.45404274,0.10474396
0.48531305,0.14432679
0.54359590,0.15163328
0.50352323,0.16895519
0.29605101,0.09663254
0.32559946,0.09850556
0.48740820,0.14819219
0.51276460,0.12431184
0.54416165,0.17469638
0.35723153,0.10666232
0.38770162,0.10591713
0.34705953,0.07691082
0.37944723,0.10250116
0.40775451,0.12382776
